Title,Ingredients,Steps,Loves,URL,Parser Ingredient
Sate Balanga Kambing Khas Gorontalo,500 gram daging kambing 50 gram cabai merah keriting tumbuk halus 50 gram bawang putih iris 200 gram bawang merah iris 50 gram jahe 50 gram ketumbar bubuk serai 50 gram campuran bumbu jintan ketumbar lada cengkeh pala kaya manis kapulaga Kecap Garam dan lada secukupnya Minyak goreng,,32.0,,daging kambing cabai merah keriting bawang putih bawang merah jahe ketumbar serai jintan ketumbar lada cengkeh pala kaya manis kapulaga kecap garam lada minyak
Tongseng Kambing ala Solo,750 gr kambing muda  potong kecil2 1 ltr air kelapa 10 bh cabai rawit  iris serong 1 btg daun bawang  iris serong 1 bh tomat mengkal  buang isinya  potong kotak kecil 2 siung bawang merah  iris tipis 2 lbr daun jeruk 2 lbr daun salam 1 btg serai 10 cm lengkuas laos  geprek 1 sdm kecap manis 1 sdm kecap asin secukupnya garam dan merica bumbu halus : 10 siung bawang merah 4 siung bawang putih 1 ruas kunyit 5 cm jahe 7 bh cabai rawit 7 bh cabai merah,Panaskan minyak untuk menumis  masukkan bawang iris  tumis hingga harum  masukkan bumbu halus  masukkan serai  daun jeruk  lengkuas dan daun salam  tumis hingga tanak Setelah itu masukkan daging kambing  aduk rata  tambahkan air kelapa  aduk rata  biarkan meresap dan daging melunak  tutup Setelah 10 menit  buka dan aduk rata  tambahkan kecap asin dan kecap manis  aduk rata kembali Tambahkan garam dan merica  test kematangan daging  jika belum lembut  biarkan lagi Setelah daging lembut masukkan irisan cabai rawit dan daun bawang Jika air menyusut  boleh ditambahkan sedikit air  setelah matang masukkan tomat  aduk sebentar  angkat  taburi bawang goreng Tongseng siap dinikmati bersama nasi putih,32.0,/id/resep/2291192-tongseng-kambing-ala-solo,kambing muda air kelapa cabai rawit bawang tomat mengkal bawang merah jeruk salam serai lengkuas laos kecap manis kecap garam merica bawang merah bawang putih kunyit jahe cabai rawit cabai merah
Gulai Nangka Kikil,250 gr nangka muda rebus hingga setengah matang lalu tiriskan dan buang airnya 250 gr kikil sapi rebus sampai empuk lalu tiriskan 300 gr santan kental 750 gr santan encer 2 btg serai geprek 4 lembar daun salam lalu cuci bersih 4 lbr daun jeruk 1 lbr daun kunyit 1 ruas lengkuas geprek 2 buah kapulaga 2 sdm bumbu pemasak kambing (optional)  ( tapi pake bumbu ini yg bikin enak )  6 sdm kelapa parut lalu gongseng hingga warna kehitaman lalu giling hingga halus sampai keluar minyak secukupnya Garam dan gula Minyak secukupnya untuk menumis Bumbu halus: 200 gr cabai merah keriting 50 gr cabai rawit 10 siung bawang merah 5 siung bawang putih 3 buah kemiri 1 ruas kunyit 1 ruas jahe 1 sdm ketumbar 1 2 btr pala 1 sdm merica,Panaskan minyak  tumis bumbu halus sampai harum dan matang. Tambahkan serai  daun salam  daun kunyit  daun jeruk  kapulaga dan lengkuas. Masukkan santan encer  nangka dan kikil. Masak sampai kuah agak menyusut. Setelah kuah menyusut masukkan santan kental  tambahkan bumbu pemasak kambing  kelapa parut gongseng  garam dan gula sesuai selera. Masak dgn api kecil hingga gulai mendidih dan minyak dari santan keluar. Matikan kompor  angkat  sajikan dgn lontong dan kerupuk merah khas minang.,16.0,/id/resep/3901940-gulai-nangka-kikil,nangka muda kikil sapi santan kental santan serai salam jeruk kunyit lengkuas kapulaga kambing tapi kelapa gongseng minyak garam gula minyak cabai merah keriting cabai rawit bawang merah bawang putih kemiri kunyit jahe ketumbar pala merica
Rica Rica Daging Kambing,1 kg Daging Kambing 5 siung bawang merah 5 siung bawang putih secukupnya Ketumbar 1 sdt Merica sesuai selera Cabai Rawit 1 ruas Kunyit 1 ruas Jahe 5 butir Kemiri,Potong Dadu daging kambing  supaya cepat empuk. Cuci sampai bersih Haluskan  ketumbar  merica  bawang merah  bawang putih  kemiri  Jahe  Kunyit  Cabai rawit dan garam sedikit Setelah halus  panaskan wajan dan tuangkan minyak goreng secukupnya saja. Jika sudah panas Tumis bumbu hingga harum dan matang Masukkan daging kambing  tumis sampai daging berwarna kecoklatan. Lalu beri air secukupnya. Tambahkan garam  gula putih  micin  dan kecap manis  ( jangan lupa dicicipi ðŸ˜† )  jika sudah diamkan dengan api kecil selama 30 menit sampai daging empuk. Jika sudah empuk  tiriskan di piring dan siap disajikan deh ðŸ˜ŠðŸ˜Š. Selamat mencoba yaa. ~ viiava,30.0,/id/resep/3278933-rica-rica-daging-kambing,daging kambing bawang merah bawang putih ketumbar merica cabai rawit kunyit jahe kemiri
Oseng mercon daging kambing,1 4 kg daging kambing yang berlemak 3 siung bawang merah 3 siung bawang putih 20 biji cabai rawit ( sesuai selera )  kecap manis  ( secukupnya ),Potong daging kecil2 sesuai selera  cuci lalu tiriskan Siapkan bumbu seperti b.merah b.putih cabai ( di iris )  garam merica dan kecap manis Panaskan sedikit minyak di wajan lalu tumis bawang dan cabai yg sdh di iris tadi hingga tercium bau harum Masukan daging kasih garam merica dan kecap secukupnya. lalu masak hingga matang,30.0,/id/resep/1000446-oseng-mercon-daging-kambing-code001,daging kambing bawang merah bawang putih cabai rawit kecap manis
Sate kambing maranggi,300 gr daging kambing  potong kecil2 3 lembar daun pepaya 5 siung bawang putih 5 siung bawang merah 1 sdt ketumbar 1 sdt merica 1 ruas lengkuas  potong2 tipis 1 ruas jahe  potong2 tipis 2 sdm air asam jawa secukupnya garam secukupnya minyak goreng 2 sdm kecap manis untuk sambalnya : 3 buah cabai rawit  ( sesuai selera )   potong kecil2 1 buah tomat merah  potong kecil2 5 sdm kecap manis 1 sdt cuka,Cuci bersih daging kambing lalu bungkus dengan daun pepaya. Dan diamkan selama 30 menit agar bau amis hilang. Haluskan bawang putih  bawang merah  ketumbar  merica  lengkuas  jahe  dan air asam jawa. Tambahkan sedikit minyak goreng. Setelah 30 menit  singkirkan daun pepaya dari daging lalu lumuri daging dengan bumbu yg dihaluskan tadi dan tambahkan kecap manis. Diamkan selama 15 menit agar bumbu meresap. Setelah 15 menit  tusuk daging dengan tusuk sate lalu bakar hingga daging kecoklatan dan matang. Untuk sambalnya  campurkan tomat  irisan cabai rawit  cuka  dan kecap dalam satu mangkuk. Aduk hingga rata dan sajikan bersama sate. Selamat mencoba.,29.0,/id/resep/3267798-sate-kambing-maranggi,daging kambing pepaya bawang putih bawang merah ketumbar merica lengkuas jahe air jawa garam minyak kecap manis cabai rawit tomat merah kecap manis
Sate kelapa  ( sate klopo ),1 kg daging sapi  ( pake daging kambing   ayam juga bisa )  175 gram kelapa parut secukupnya garam secukupnya gula pasir tusuk sate secukupnya ðŸ˜Šbumbu halus 4 butir bawang putih 3 siung bawang merah 1 sdt ketumbar butiran  ( Â½ sdt ketumbar bubuk )  1 ruas lengkuas cabai rawit secukupnya  ( jika ingin pedas )  5 lembar daun jeruk  buang tulang tengah 1 ruas kencur,Potong potong daging kotak tipis agar mudah matang Campur bumbu halus  kelapa parut  garam dan gula pasir  cicipi Campur kelapa parut berbumbu dengan daging  diamkan Â±10 menit agar meresap Tusuk daging dengan tudukan sate dan bakar hingga matang  jangan lupa dibolak balik yaa Sajikan bersama nasi hangat,29.0,/id/resep/3323419-sate-kelapa-sate-klopo,daging sapi daging kambing ayam kelapa garam gula pasir tusuk sate bawang putih bawang merah ketumbar ketumbar lengkuas cabai rawit jeruk tengah kencur
Asem asem daging,1 2 kg daging sapi kambing bisa d tmbahi dg tulang iga  ( me sapi )  1 siung bawang bombay 3 siung bawang putih 5 siung bawang merah 5 cabai rawit  ( sesuai selera )  1 sdt jinten 2 cabai merah besar 4 buah tomat  ( sesuai selera )  2 helai buah bawang daun 1 ruas jahe 3 helai daun salam Garam Gula Merica Air asam jawa Minyak wijen Raja rasa,Masak daging dan msukkan jahe dan daun salam  masak daging sampai empuk. Cincang bawang bombay  bawang putih  bawang merah dan haluskan jinten  setelah smw d cincang tumis bumbu smpai harum dan kecoklatan. Stelah daging empuk Masukkan bumbu tumis ke dalam daging  lanjutkan memasak biar bumbu meresap kira2 10 menit. Stelah 10 menit  bumbui gram gula  merica minyak wijen  raja rasa dan jgn lupa masukkan air asam jawa... Tes rasa Setelah pas  msukkan cabai rawit dan cabai merah besar  jgn lupa tomat iris2 da daun bawang. Stelah semua sudah masukan. Asem2 daging siang d nikmati. Selamat mencoba.,29.0,/id/resep/3308589-asem-asem-daging,daging sapi kambing d iga sapi bawang bombay bawang putih bawang merah cabai rawit jinten cabai merah tomat bawang jahe salam garam gula merica air jawa minyak wijen raja
Tongseng Kambing,1 2 kilo daging kambing 3 lembar daun salam 1 rimpang lengkuas ukuran sedang  memarkan 1.5 liter air untuk merebus 1200 ml santan dengan kekentalan sedang 2 lembar daun jeruk 2 batang serai  memarkan 1 ruas lengkuas  memarkan 2 buah cengkeh 2 cm kayu manis 3 siung bawang merah  di iris tipis 10 buah cabai rawit utuh  ( sesuai selera )  4 sdm kecap manis 1 sdm gula merah 1 sdt lada bubuk 1 sdm ketumbar bubuk secukupnya Garam secukupnya Gula secukupnya Kaldu jamur bubuk Minyak goreng secukupnya untuk menumis 5 lembar kol  potong kasar  ( sesuai selera )  2 batang daun bawang  iris kasar 2 buah tomat  masing masing potong 6 bagian Bumbu Halus: 10 siung bawang merah 5 siung bawang putih 3 buah cabai keriting 3 buah cabai rawit 4 buah kemiri  sangrai 3 cm kunyit  dibakar 2 cm jahe,Rebus daging kambing beserta daun salam dan lengkuas hingga daging matang dan empuk. Potong kotak dengan ukuran sedang. Tumis bumbu halus  serai  daun salam  daun jeruk dan 1 ruas lengkuas yang sudah di memarkan. Masak hingga wangi Rebus santan kemudian masukan bumbu halus yang sudah di tumis hingga santan mendidih. Kemudian tambahkan cabai rawit utuh  garam  gula merah kaldu jamur  lada bubuk  dan ketumbar bubuk. Masak hingga kuah matang Panaskan minyak  tumis irisan bawang merah  cabai rawit dan potongan daging kambing sampai harum. Tambahkan irisan kol dan masak hingga kol layu. Masukan tumisan daging kambing dan kol ke dalam kuah santan hingga kuah mendidih. Tambahkan kecap manis  daun bawang  dan irisan tomat. Aduk rata lalu koreksi rasa. Masak hingga matang. Sajikan dengan taburan bawang goreng.,28.0,/id/resep/3463013-tongseng-kambing,daging kambing salam rimpang lengkuas air santan jeruk serai lengkuas cengkeh kayu manis bawang merah cabai rawit kecap manis gula merah lada ketumbar garam gula kaldu jamur minyak kol bawang tomat bawang merah bawang putih cabai keriting cabai rawit kemiri kunyit jahe
Sop tulang iga kambing,500 gram tulang iga kambing 2 buah wortel 2 buah kentang secukupnya Daun bawang 5 siung bawang merah 3 siung bawang putih 1 biji bawang bombay Jahe kira2 seujung jari kelingking pala dan merica 1 bungkus royco sapi 1 buah bunga sisir bunga lawang pekak 3 biji kapulaga  3 biji cengkeh secukupnya Garam dan gula minyak goreng,Tulang iga dicuci dan direbus sampai empuk Bawang merah bawang putih jahe pala merica diulek sampai halus Bawang bombay diiris dan ditumis agak layu dan masukkan bumbu halus aduk sampai wangi bumbu tercium angkat dan masukan bumbu kedalam rebusan tulang iga Masukan kapulaga bunga sisir cengkeh royco  kentang wortel yang sudah dibersihkan dan dipotong sesuai selera Tambahkan garam dan gula secukupnya tunggu kentang dan wortel empuk masukan irisan daun bawang tes rasa dan sop tulang iga kambing siap disajikan.,27.0,/id/resep/3898586-sop-tulang-iga-kambing,iga kambing wortel kentang bawang bawang merah bawang putih bawang bombay jahe pala merica royco sapi sisir lawang kapulaga cengkeh garam gula minyak
Gule  ( becek )  kambing khas Tulungagung,1 kg daging kambing beserta tulang sumsum nya 10 siung bawang merah 7 siung bawang putih 2 ruas jari jahe 2 ruas jari lengkuas 2 ruas jari kencur 2 ruas jari kunyit 1 jari telunjuk kunci 3 Batang serai - geprek 1 sdt bubuk ketumbar 7 butir kemiri 5 lembar daun jeruk 2 buah tomat Air untuk merebus kambing  ( sesuaikan )  Garam secukupnya Minyak goreng Cabai rawit yg direbus untuk pelengkap sajian Jeruk nipis untuk pelengkap Kecap untuk pelengkap,Setelah dibersihkan  rebus daging kambing sampai lunak Haluskan bumbu bawang merah  bawang putih  kencur  kunyit  jahe  kunci  kemiri  tumbar Sangrai dengan minyak goreng bumbu yg dihaluskan  masukkan lengkuas  serai  daun jeruk  sampai wangi Setelah daging kambing matang dan empuk  masukkan bumbu yg sdh disangrai  masak hingga meresap Setelah benar2 empuk dan meresap  masukkan santan dan koreksi rasa dengan garam  masukkan irisan tomat Setelah matang sajikan dengan cabao rawit yg direbus  irisan jeruk nipis dan kecap,27.0,/id/resep/1235750-gule-becek-kambing-khas-tulungagung,daging kambing sumsum bawang merah bawang putih jahe lengkuas kencur kunyit kunci serai ketumbar kemiri jeruk tomat air kambing garam minyak cabai rawit sajian jeruk nipis kecap
Sop Kambing Kuah Putih,500 gram daging & tulang kambing 1 5 liter air 300 ml susu Ultra Plain 1 sachet kecil susu bubuk Dancow  ( putih )  5 siung bawang merah  dirajang tipis 3 siung bawang putih  dirajang tipis 3 cm jahe  digeprek 5 cm kayumanis 5 butir kapulaga 5 biji cengkeh 1 2 butir biji pala  diparut 1 2 sdt merica bubuk 1 sdt gula merah secukupnya garam minyak & margarin Pelengkap: 1 buah tomat merah segar  potong sesuai selera daun bawang & seledri sbg taburan kripik emping acar timun  wortel  bawang merah  rawit hijau  ( aku gaa sempat buat acar nya ðŸ˜‰ )  bawang merah goreng utk taburan di nasi biar wangi ðŸ˜ bisa juga siapin potongan jeruk nipis jika mau ada rasa kecut2,Rebus daging & tulang kambing dgn air 1 5 liter sampai empuk. jika sudah empuk sisihkan sisa air rebusan  ( disaring yaa... )  Panaskan wajan  tuang minyak & margarin  tumis bawang putih  bawang merah dan jahe. Setelah tercium aroma wangi  tambahkan air sisa rebusan tadi kemudian masukkan kayumanis  kapulaga  cengkeh  merica dan biji pala. setelah mendidih masukkan susu cair dan susu bubuk. aduk terus. Jika susu sdh tercampur masukkan daging dan tulang kambing. masak lagi sampai mendidih. Tambahkan garam dan gula merah. koreksi rasa  jika sudah pas matikan kompor sambil terus diaduk  ( kira2 10 detik )  Siapkan wadah Sop  masukkan potongan tomat kemudian tuang Sopnya  taburi daun bawang dan seledri juga kripik emping.,27.0,/id/resep/3290918-sop-kambing-kuah-putih-kitaberbagi,daging kambing air susu ultra plain sachet susu dancow putih bawang merah bawang putih jahe kayumanis kapulaga cengkeh pala merica gula merah garam minyak margarin tomat merah bawang seledri kripik emping acar timun wortel bawang merah rawit hijau sempat acar bawang merah nasi wangi jeruk nipis kecut
Sop iga kambing,Kira2 1kg iga kambing sudah di cuci bersih ya Kurang lebih 1 liter air Siapkan bumbu2 untuk memasaknya Bumbu2 yg di haluskan 5 siung bawang merang 5 siung bawang putih 2 butir kemiri 3 ruas jari laos di geprek 2 ruas jahe 1 sdm garam Bahan lainya 3 lembar daun salam 3 batang sereh 1 sdm Lada bubuk 1 sdm gula 1 buah tomat 1 sdt Roiko 2 sendok minyak untuk menumis bumbu Bumbu taburan secukupnya Muncang dan sledri Bawang goreng untuk taburan,Rebus iga kambing bersama air sampai empuk  Haluskan bumbu2  diatas  setelah halus  tumis bumbu dgn sedikit minyak makan masukan daun salam dan sereh tumis sampai harum dan berubah warna sampai kuning kecoklatan  Masukan bumbu yg sudah di tumis ke dalam rebusan iga tambahkan tomat lada gula roiko dan koreksi rasanya  jika sudah pas rasanya di lidah matikan kompornya. Kemudian masukan taburan daun sledri muncang dan bawang goreng. Siap santap deh bersama sambal kecap pasti rasanya makin maknyuss dahh,27.0,/id/resep/3140300-sop-iga-kambing,iga kambing air bawang merang bawang putih kemiri laos jahe garam salam sereh lada gula tomat roiko minyak muncang sledri bawang
Asem Garem daging Kambing,250 gr daging kambing 7 siung bawang putih 7 siung bawang merah 2 batang sereh 1 ruas lengkuas 1 lembar daun salam 5 buah asam kandis 1 sdm garam 1 sdm lada 1 sdt gula pasir secukupnya air secukupnya minyak,Potong daging kambing sesuai selera lalu cuci bersih Iris duo bawang  lalu tumis hingga layu. Kalau sudah layu masukan air  daging kambing  daun salam  sereh dan lengkuas yg sudah dimemarkan. Masukan juga asem kandis dan beri garam gula juga lada. Masak hingga daging empuk dan air sedikit mengering. Tambahkan minyak lg dan koreksi rasa. Angkat dan siap dinikmati.,27.0,/id/resep/2617026-asem-garem-daging-kambing,daging kambing bawang putih bawang merah sereh lengkuas salam kandis garam lada gula pasir air minyak
Empal gentong,500 gr daging sapi kambing ( me:kambing )  secukupnya santan secukupnya air rebusan 2 batang serai ( geprek )  6 lembar daun jeruk purut 4 lembar daun salam 2 buah bunga lawang 3 buah kapulaga 1 batang kayu manis 5 buah cengkeh 2 ruas lengkuas ( geprek )  3 sdm air asam jawa #bumbu halus# 9 buah bawang merah 5 buah bawang putih 3 butir kemiri ( sangrai )  1 sdt ketumbar 1 2 sdt merica 1 2 sdt jintan 2 buah kunyit ( ukuran jari kelingking )  2 ruas jahe 2 batang serai kecil ( ambil putihnya )  secukupnya garam secukupnya gula putih secukupnya gula merah secukupnya kaldu bubuk #pelengkap# sambal iris tomat jeruk nipis daun kucai ( me:daun bawang )  brambang goreng emping blinjo,Note:jangan cuci kambing agar tidak bau prengus. Rebus air sampai mendidih.lalu masukan kambing.usahakan daging kambing terendam air rebusan.karena itu salah satu tips agar kambing tidak prengus.lalu buang busa yang keluar dari rebusan.buang sampai benar2 bersih dari busa ya bund. Angkat daging kambing.buang air rebusan tadi lalu ganti dengan air yang baru. cuci kambing yang sudah di rebus tadi dan tiriskan. Potong2 daging kambing yang sudah di cuci tadi.dan masukan ke dalam air yang sudah mendidih kecilkan api.sembari merebus daging lagi kita siapkan bumbu empal gentong. Tumis bumbu halus masukan serai lengkuas daun jeruk purut daun salam kapulaga bunga lawang cengkeh dan kayu manis.tumis sampai harum. Masukan bumbu yang sudah di tumis ke dalam air rebusan daging.masukan santan dan air asam jawa.gunakan api kecil dan sering di aduk ya bund agar santan tidak pecah. Masak sampai mendidih.setelah mendidih taburi dengan irisan daun bawang dan taburi dengan brambang goreng.tes rasa sebelum di sajikan untuk keluarga. Selamat mencoba,27.0,/id/resep/3310358-empal-gentong,daging sapi kambing kambing santan air serai jeruk salam lawang kapulaga kayu manis cengkeh lengkuas air jawa bawang merah bawang putih kemiri ketumbar merica jintan kunyit jahe serai garam gula putih gula merah kaldu sambal tomat jeruk nipis kucai bawang brambang emping blinjo
